24
7
1
23
5
8
8
15
0
1
14
2
0
12
2
1
9
32
18
13
8
2
3
1
2
12
0
10
13
2
14
10
5
9
6
39
46
5
15
2
5
3
3
4
12
4
3
0
2
9
8
17
11
2
4
4
9
15
1
5
9
1
3
9
6
8
3
8
8
10
28
55
7
15
7
5
6
16
0
6
17
5
6
1
10
82
7
4
5
6
25
4
3
19
11
18
8
9
24
8
1
0
4
1
8
21
0
1
61
5
1
8
1
20
6
4
10
3
1
0
0
5
0
15
4
4
8
1
2
8
16
57
1
11
27
4
44
